date,AdjClose,Approx,D1,D2,Target
2000-01-03,1455.219970703125,1415.0499877929692,12.270019531250002,1.6475277261361612,1399.4200439453125
2000-01-04,1399.4200439453125,1415.0499877929692,-12.270019531250002,-4.232023727392005,1402.1099853515625
2000-01-05,1402.1099853515625,1415.0499877929692,-12.270019531250002,-4.232023727392005,1403.449951171875
2000-01-06,1403.449951171875,1442.4700012207034,7.064971923828012,4.232023727392005,1441.469970703125
2000-01-07,1441.469970703125,1442.4700012207034,7.064971923828012,4.232023727392005,1457.5999755859375
2000-01-10,1457.5999755859375,1442.4700012207034,-7.064971923828012,0.16266390736643646,1438.56005859375
2000-01-11,1438.56005859375,1442.4700012207034,-7.064971923828012,0.16266390736643646,1432.25
2000-01-12,1432.25,1456.4675292968757,0.9475097656248864,-0.16266390736643646,1449.6800537109375
2000-01-13,1449.6800537109375,1456.4675292968757,0.9475097656248864,-0.16266390736643646,1465.1500244140625
2000-01-14,1465.1500244140625,1456.4675292968757,-0.9475097656248864,2.8708518052824843,1455.1400146484375
2000-01-18,1455.1400146484375,1456.4675292968757,-0.9475097656248864,2.8708518052824843,1455.9000244140625
2000-01-19,1455.9000244140625,1424.622497558594,18.842468261718867,-2.8708518052824843,1445.5699462890625
2000-01-20,1445.5699462890625,1424.622497558594,18.842468261718867,-2.8708518052824843,1441.3599853515625
2000-01-21,1441.3599853515625,1424.622497558594,-18.842468261718867,1.6546056992876859,1401.530029296875
2000-01-24,1401.530029296875,1424.622497558594,-18.842468261718867,1.6546056992876859,1410.030029296875
2000-01-25,1410.030029296875,1389.3175048828127,12.007507324218864,-1.6546056992876859,1404.0899658203125
2000-01-26,1404.0899658203125,1389.3175048828127,12.007507324218864,-1.6546056992876859,1398.56005859375
2000-01-27,1398.56005859375,1389.3175048828127,-12.007507324218864,-2.5137594281134175,1360.1600341796875
2000-01-28,1360.1600341796875,1389.3175048828127,-12.007507324218864,-2.5137594281134175,1394.4599609375
2000-01-31,1394.4599609375,1416.9349975585942,-7.734985351562501,2.5137594281134175,1409.280029296875
2000-02-01,1409.280029296875,1416.9349975585942,-7.734985351562501,2.5137594281134175,1409.1199951171875
2000-02-02,1409.1199951171875,1416.9349975585942,7.734985351562501,-0.823763863068109,1424.969970703125
2000-02-03,1424.969970703125,1416.9349975585942,7.734985351562501,-0.823763863068109,1424.3699951171875
2000-02-04,1424.3699951171875,1423.624969482422,9.355010986328013,0.823763863068109,1424.239990234375
2000-02-07,1424.239990234375,1423.624969482422,9.355010986328013,0.823763863068109,1441.719970703125
2000-02-08,1441.719970703125,1423.624969482422,-9.355010986328013,0.7707222228045227,1411.7099609375
2000-02-09,1411.7099609375,1423.624969482422,-9.355010986328013,0.7707222228045227,1416.8299560546875
2000-02-10,1416.8299560546875,1391.6950073242192,-3.1650390625,-0.7707222228045227,1387.1199951171875
2000-02-11,1387.1199951171875,1391.6950073242192,-3.1650390625,-0.7707222228045227,1389.93994140625
2000-02-14,1389.93994140625,1391.6950073242192,3.1650390625,-3.496648211972229,1402.050048828125
2000-02-15,1402.050048828125,1391.6950073242192,3.1650390625,-3.496648211972229,1387.6700439453125
2000-02-16,1387.6700439453125,1361.8024902343755,5.372497558593751,3.496648211972229,1388.260009765625
2000-02-17,1388.260009765625,1361.8024902343755,5.372497558593751,3.496648211972229,1346.0899658203125
2000-02-18,1346.0899658203125,1361.8024902343755,-5.372497558593751,1.8066526469269208,1352.1700439453125
2000-02-22,1352.1700439453125,1361.8024902343755,-5.372497558593751,1.8066526469269208,1360.68994140625
2000-02-23,1360.68994140625,1350.3150329589846,-6.920013427734377,-1.8066526469269208,1353.4300537109375
2000-02-24,1353.4300537109375,1350.3150329589846,-6.920013427734377,-1.8066526469269208,1333.3599853515625
2000-02-25,1333.3599853515625,1350.3150329589846,6.920013427734377,4.108288672358925,1348.050048828125
2000-02-28,1348.050048828125,1350.3150329589846,6.920013427734377,4.108288672358925,1366.4200439453125
2000-02-29,1366.4200439453125,1390.3500061035159,-9.875030517578013,-4.108288672358925,1379.18994140625
2000-03-01,1379.18994140625,1390.3500061035159,-9.875030517578013,-4.108288672358925,1381.760009765625
2000-03-02,1381.760009765625,1390.3500061035159,9.875030517578013,-0.350014404017486,1409.1700439453125
2000-03-03,1409.1700439453125,1390.3500061035159,9.875030517578013,-0.350014404017486,1391.280029296875
2000-03-06,1391.280029296875,1379.769958496094,-18.609985351562504,0.350014404017486,1355.6199951171875
2000-03-07,1355.6199951171875,1379.769958496094,-18.609985351562504,0.350014404017486,1366.699951171875
2000-03-08,1366.699951171875,1379.769958496094,18.609985351562504,-3.8431236294139812,1401.68994140625
2000-03-09,1401.68994140625,1379.769958496094,18.609985351562504,-3.8431236294139812,1395.0699462890625
2000-03-10,1395.0699462890625,1398.3450012207036,-26.95999145507813,3.8431236294139812,1383.6199951171875
2000-03-13,1383.6199951171875,1398.3450012207036,-26.95999145507813,3.8431236294139812,1359.1500244140625
2000-03-14,1359.1500244140625,1398.3450012207036,26.95999145507813,-1.1348925731250576,1392.1400146484375
2000-03-15,1392.1400146484375,1398.3450012207036,26.95999145507813,-1.1348925731250576,1458.469970703125
2000-03-16,1458.469970703125,1478.9024963378909,-18.352508544921765,1.1348925731250576,1464.469970703125
2000-03-17,1464.469970703125,1478.9024963378909,-18.352508544921765,1.1348925731250576,1456.6300048828125
2000-03-20,1456.6300048828125,1478.9024963378909,18.352508544921765,-4.479536995831041,1493.8699951171875
2000-03-21,1493.8699951171875,1478.9024963378909,18.352508544921765,-4.479536995831041,1500.6400146484375
