date,AdjClose,Approx,D1,D2,D3,D4,D5,Target
2000-01-03,1455.219970703125,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1399.4200439453125
2000-01-04,1399.4200439453125,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1402.1099853515625
2000-01-05,1402.1099853515625,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1403.449951171875
2000-01-06,1403.449951171875,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1441.469970703125
2000-01-07,1441.469970703125,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1457.5999755859375
2000-01-10,1457.5999755859375,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1438.56005859375
2000-01-11,1438.56005859375,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1432.25
2000-01-12,1432.25,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1449.6800537109375
2000-01-13,1449.6800537109375,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1465.1500244140625
2000-01-14,1465.1500244140625,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1455.1400146484375
2000-01-18,1455.1400146484375,1420.0228118896496,14.62969207763671,7.733101067380534,12.719379425048892,7.060456246934759,0.02999877929687042,1455.9000244140625
2000-01-19,1455.9000244140625,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1445.5699462890625
2000-01-20,1445.5699462890625,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1441.3599853515625
2000-01-21,1441.3599853515625,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1401.530029296875
2000-01-24,1401.530029296875,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1410.030029296875
2000-01-25,1410.030029296875,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1404.0899658203125
2000-01-26,1404.0899658203125,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1398.56005859375
2000-01-27,1398.56005859375,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1360.1600341796875
2000-01-28,1360.1600341796875,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1394.4599609375
2000-01-31,1394.4599609375,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1409.280029296875
2000-02-01,1409.280029296875,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1409.1199951171875
2000-02-02,1409.1199951171875,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1424.969970703125
2000-02-03,1424.969970703125,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1424.3699951171875
2000-02-04,1424.3699951171875,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1424.239990234375
2000-02-07,1424.239990234375,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1441.719970703125
2000-02-08,1441.719970703125,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1411.7099609375
2000-02-09,1411.7099609375,1420.0228118896496,-14.62969207763671,2.0382242913850597,-12.719379425048892,-2.987530466350452,-0.02999877929687042,1416.8299560546875
2000-02-10,1416.8299560546875,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1387.1199951171875
2000-02-11,1387.1199951171875,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1389.93994140625
2000-02-14,1389.93994140625,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1402.050048828125
2000-02-15,1402.050048828125,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1387.6700439453125
2000-02-16,1387.6700439453125,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1388.260009765625
2000-02-17,1388.260009765625,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1346.0899658203125
2000-02-18,1346.0899658203125,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1352.1700439453125
2000-02-22,1352.1700439453125,1422.6665573120126,-52.1071853637694,-2.0382242913850597,-0.15063095092774156,2.987530466350452,0.2537536621093665,1360.68994140625
