date,AdjClose,Approx,D1,D2,D3,D4,D5,D6,Target
2000-01-03,1455.219970703125,1428.929115408081,-36.81155203442421,5.656826776178343,-7.84131841218988,4.06100406200457,0.1904080271076246,-1.6471580070000122,1399.4200439453125
2000-01-04,1399.4200439453125,1429.0875893904022,-38.18865885538685,5.981870560545064,-8.520234453314062,4.198366505274896,0.20500077553037163,-1.7949763719179164,1402.1099853515625
2000-01-05,1402.1099853515625,1429.219435859138,-39.40756329547965,6.228454590990638,-9.054300470454278,4.323283918450547,0.21546863134750688,-1.9091793186531612,1403.449951171875
2000-01-06,1403.449951171875,1429.3584171486348,-40.66885793576458,6.496061849137161,-9.627178934543418,4.451535967389581,0.22704174880715616,-2.0323894895434234,1441.469970703125
2000-01-07,1441.469970703125,1429.5967736717137,-42.52057189934721,7.056484895270367,-10.740645047625591,4.626233500944929,0.25400917504688375,-2.2810541090106615,1457.5999755859375
2000-01-10,1457.5999755859375,1429.808502681206,-44.214083482053155,7.53844818748054,-11.709261136719983,4.788486004404941,0.27685170868091086,-2.4961033102943957,1438.56005859375
2000-01-11,1438.56005859375,1429.9936041771125,-45.74939268388717,7.941951725769032,-12.53302720182931,4.938293477770074,0.2955693497093015,-2.6775370933952294,1432.25
2000-01-12,1432.25,1430.1858404937805,-47.32709208591323,8.366478491758292,-13.39560571388726,5.0914355868985925,0.31539225238019586,-2.8679781006510074,1449.6800537109375
2000-01-13,1449.6800537109375,1430.3514492968636,-48.746589107073056,8.712545503827334,-14.113334201963148,5.2321326659327925,0.3310902624455211,-3.024803689724544,1465.1500244140625
2000-01-14,1465.1500244140625,1430.5241929207077,-50.20847632842363,9.07963574359687,-14.869875136987073,5.376164380730248,0.3478935341533383,-3.1906365029528985,1455.1400146484375
2000-01-18,1455.1400146484375,1430.7040713653137,-51.71275374996905,9.467749211067932,-15.665228518961154,5.523530731291363,0.3658020675036945,-3.3654765403365356,1455.9000244140625
2000-01-19,1455.9000244140625,1430.882038040458,-53.20567275160221,9.850229521653294,-16.450182137117064,5.670003568892253,0.38341444688947135,-3.537903099281367,1445.5699462890625
2000-01-20,1445.5699462890625,1430.6891312948674,-38.29146096307102,7.245638035027692,-13.64873333496067,4.340747708318296,0.24882350981131948,-2.964075764905554,1441.3599853515625
2000-01-21,1441.3599853515625,1430.5955997828569,-27.7735266198938,5.4414300242015345,-11.808258165062897,3.4069121606692825,0.1550153284651718,-2.5902065585941756,1401.530029296875
2000-01-24,1401.530029296875,1430.6014435044265,-21.65186972204112,4.43760548916977,-10.92875662741859,2.8684969259425976,0.10198990285076565,-2.416295480346187,1410.030029296875
2000-01-25,1410.030029296875,1430.5806597124104,-14.352233833026585,3.2193188481663704,-9.791762981066924,2.2241291376989283,0.038036770773064436,-2.188805783164088,1404.0899658203125
2000-01-26,1404.0899658203125,1430.6592511539748,-11.44887538931768,2.801415682954345,-9.615742966966348,1.9751816623759348,0.014866394426943793,-2.1612742140449193,1398.56005859375
2000-01-27,1398.56005859375,1430.7112150819535,-7.367537954445387,2.169050411770294,-9.182230844157608,1.6202816335358061,-0.019231688382489953,-2.080164025991463,1360.1600341796875
2000-01-28,1360.1600341796875,1430.736551496347,-2.1082215283982837,1.322223034612446,-8.491226612639494,1.159429051177549,-0.06425747765533228,-1.9454752190034927,1394.4599609375
2000-01-31,1394.4599609375,1430.7690227315018,2.8354563782528484,0.5328606055589212,-7.8692171837086535,0.7269663699713507,-0.10635519680609623,-1.8251427596908338,1409.280029296875
2000-02-01,1409.280029296875,1430.9008692002374,3.3828568396085728,0.543881652295487,-8.208181387029065,0.6899240016849717,-0.10767016022535483,-1.9047684284411859,1409.1199951171875
2000-02-02,1409.1199951171875,1431.006088155387,5.108236292129773,0.34044059305949126,-8.289653481640213,0.5469290798812532,-0.11991283010795119,-1.930815478257009,1424.969970703125
2000-02-03,1424.969970703125,1431.0846795969514,8.01159473582128,-0.07746257214963553,-8.113633467542329,0.29798160455979444,-0.14308320645391953,-1.9032839091383775,1424.3699951171875
2000-02-04,1424.3699951171875,1431.1704058592768,10.59931466012285,-0.43790078925549636,-8.006608256030573,0.07742403038985624,-0.1633255126778641,-1.8901086876948217,1424.239990234375
2000-02-07,1424.239990234375,1431.2295046080176,14.365013575607044,-1.0128011123363065,-7.642090935808846,-0.24908609729888304,-0.1944955253652806,-1.8233548473166512,1441.719970703125
2000-02-08,1441.719970703125,1431.2957381775193,17.815073971696233,-1.5302364873130416,-7.346568418173886,-0.5472063238356584,-0.22273746793063012,-1.77095735461368,1411.7099609375
2000-02-09,1411.7099609375,1431.3691065677826,20.949495848400083,-1.9902069141871508,-7.120040703124868,-0.8169366492213047,-0.24805134037399182,-1.7329162095857615,1416.8299560546875
2000-02-10,1416.8299560546875,1431.4405631885847,24.16849281146671,-2.465575027497467,-6.87502588644152,-1.0942740256930201,-0.27414978684186764,-1.6910282927921412,1387.1199951171875
2000-02-11,1387.1199951171875,1431.611395042969,22.991212329240476,-2.1405596650173644,-7.590984702012145,-0.976191089245058,-0.25946547757823485,-1.8490985040621628,1389.93994140625
2000-02-14,1389.93994140625,1431.755599383767,22.991910838182566,-2.0300064085105545,-8.049451408872002,-0.9640607063147155,-0.25570887477797344,-1.9535900963973256,1402.050048828125
2000-02-15,1402.050048828125,1431.8731762109792,24.17058833829299,-2.1339152579767284,-8.250426007022382,-1.057882876901959,-0.26287997844107297,-2.004503069797923,1387.6700439453125
