date,AdjClose,Approx,D1,D2,D3,D4,D5,D6,D7,D8,Target
2000-01-03,1455.219970703125,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1399.4200439453125
2000-01-04,1399.4200439453125,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1402.1099853515625
2000-01-05,1402.1099853515625,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1403.449951171875
2000-01-06,1403.449951171875,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1441.469970703125
2000-01-07,1441.469970703125,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1457.5999755859375
2000-01-10,1457.5999755859375,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1438.56005859375
2000-01-11,1438.56005859375,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1432.25
2000-01-12,1432.25,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1449.6800537109375
2000-01-13,1449.6800537109375,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1465.1500244140625
2000-01-14,1465.1500244140625,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1455.1400146484375
2000-01-18,1455.1400146484375,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1455.9000244140625
2000-01-19,1455.9000244140625,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1445.5699462890625
2000-01-20,1445.5699462890625,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1441.3599853515625
2000-01-21,1441.3599853515625,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1401.530029296875
2000-01-24,1401.530029296875,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1410.030029296875
2000-01-25,1410.030029296875,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1404.0899658203125
2000-01-26,1404.0899658203125,1425.477458477022,8.204258441924939,12.75687121431355,-18.479061603546207,-1.4468042030400745,-1.557497024536134,-3.6860163625551676,-3.082183837890639,1.497298824954385,1398.56005859375
