date,AdjClose,Approx,D1,D2,D3,Target
2009-06-05,940.0900268554688,931.1997428689564,11.601137099856743,4.519469423981841,0.8587437440490611,939.1400146484376
2009-06-08,939.1400146484376,928.7326942410125,15.742031782846855,6.305796882768245,1.7142492201710573,942.4299926757812
2009-06-09,942.4299926757812,925.1178576553116,20.702698191143202,8.496894293782562,2.8729762493998683,939.1500244140624
2009-06-10,939.1500244140624,925.7866240442754,7.863128401629989,1.7440266025458913,1.5285123739425328,944.8900146484376
2009-06-11,944.8900146484376,925.3076024754826,-0.20688247359691214,-2.6123128624104828,0.8547764798967818,946.2100219726562
2009-06-12,946.2100219726562,923.6807929489325,-3.5073344345375053,-4.572124101086562,0.8517685672626152,923.719970703125
2009-06-15,923.719970703125,922.3615322787459,-8.085785854813777,-7.1740831426328375,0.6690396336682575,911.969970703125
2009-06-16,911.969970703125,921.2793196147504,-10.662875292661797,-1.5842241565668658,0.6681920461855801,910.7100219726562
2009-06-17,910.7100219726562,920.1335901289289,-13.776228057463818,1.8106438044576914,0.6186094988939925,918.3699951171876
2009-06-18,918.3699951171876,918.9243438212807,-17.425844149219838,3.0105207404408354,0.5202919917934947,921.22998046875
2009-06-19,921.22998046875,917.7321167947468,-20.93176891558811,4.798543748977389,0.43503297781695766,893.0399780273438
2009-06-22,893.0399780273438,916.4763729463864,-6.391362903834364,1.8048048226689346,-1.3111564397372564,895.0999755859375
2009-06-23,895.0999755859375,915.2376483791403,3.3135433495766717,0.09233514520008301,-2.612300896968533,900.9400024414062
2009-06-24,900.9400024414062,914.0159430930083,8.182949844645,-0.3388652834291662,-3.468400393876873,920.260009765625
2009-06-25,920.260009765625,912.7896775042459,14.348024594962148,-1.1133807725718181,-4.443749328499285,918.9000244140624
2009-06-26,918.9000244140624,905.9353526611626,8.473833376715854,-2.155667005391893,-1.642553625563117,927.22998046875
2009-06-29,927.22998046875,900.589061750229,5.825553752209633,-3.1262042836869215,0.14671999155914206,919.3200073242188
2009-06-30,919.3200073242188,896.7508047714452,6.403185721443484,-4.024992607456904,0.9240715228674932,923.3300170898438
2009-07-01,923.3300170898438,892.5084713183833,6.116437284280488,-4.943006005649649,1.9725667598728982,896.4199829101562
2009-07-02,896.4199829101562,889.7741717974711,1.6736206060937857,-1.3485114315908762,2.3458924268559755,898.719970703125
2009-07-06,898.719970703125,886.6357958022808,-1.6555809432219775,1.0368602754640992,2.9001292348806045,881.030029296875
2009-07-07,881.030029296875,883.0933433328121,-3.8711673636668027,2.213109115515277,3.6352771839467835,879.5599975585938
2009-07-08,879.5599975585938,879.6591628283068,-6.385146058571676,3.713341451330126,4.321950138869086,882.6799926757812
2009-07-09,882.6799926757812,902.9774645007506,-2.9263736593159404,1.5980359220726936,1.5501986726537509,879.1300048828125
2009-07-10,879.1300048828125,919.127460178353,-1.0679950923326442,0.45151084396552454,-0.29487076283368163,901.0499877929688
2009-07-13,901.0499877929688,928.1091498611138,-0.8100103576217882,0.27376621700861875,-1.2132581675932106,905.8400268554688
2009-07-14,905.8400268554688,939.0115813462917,-0.12320138798178226,-0.1635623494770588,-2.379949274126714,932.6799926757812
2009-07-15,932.6799926757812,942.7457068366276,-0.7507107129774675,-0.29751429861978734,-2.076302335458853,940.739990234375
2009-07-16,940.739990234375,948.4005741293806,-1.026049512328069,-0.5127557673820448,-2.1666312886034524,940.3800048828124
2009-07-17,940.3800048828124,955.976183224551,-0.9492177860335866,-0.809286755763831,-2.6509361335605135,951.1300048828124
2009-07-20,951.1300048828124,963.0371311048949,-0.9667498676837487,-1.0840362830104506,-3.029675456469094,954.5800170898438
2009-07-21,954.5800170898438,965.7439827488101,1.0908515257945064,0.4917400567772477,-0.6960267477168687,954.0700073242188
2009-07-22,954.0700073242188,969.617510963044,2.5924225804253127,1.5716694849201975,0.9108397783920015,976.2899780273438
2009-07-23,976.2899780273438,974.6577157475958,3.5379632962086704,2.1557520014183984,1.7909241218575158,979.260009765625
2009-07-24,979.260009765625,979.3853104873028,4.632491892253406,2.8726962974612764,2.8657491642356465,982.1799926757812
2009-07-27,982.1799926757812,985.2795817973283,0.47143281486618327,1.1561212778396552,1.0456644156986088,979.6199951171876
2009-07-28,979.6199951171876,990.8612430625086,-2.2813957896739834,0.09160579361587506,0.0012684077982407227,975.1500244140624
2009-07-29,975.1500244140624,996.1302942828438,-3.6259939213670935,-0.32085015521006427,-0.26743885946545787,986.75
2009-07-30,986.75,1001.4831091122412,-5.347926271016471,-0.9080249299628681,-0.7439912983606666,987.47998046875
2009-07-31,987.47998046875,997.3770172371937,0.9035648430971415,-1.6531990039172983,0.12539680936725092,1002.6300048828124
2009-08-03,1002.6300048828124,995.8054317748836,5.018583579184096,-2.3560372932459694,0.6341412345671978,1005.6500244140624
