Date,A0,D1,D2,D3
2000-04-20,3061.041004558968,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-04-24,2931.2302697579753,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-04-25,2877.8123605352303,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-04-26,2765.763411846419,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-04-27,2651.186746686878,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-04-28,2405.7216981672186,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-01,2467.251544201339,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-02,2597.127726300372,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-03,2648.3092403224573,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-04,2551.7885669979823,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-05,2443.8016566481606,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-08,2339.516613087727,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-09,2312.7923682287624,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-10,2503.671048816951,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-11,2547.825977172672,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-12,2529.057696445515,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-15,2623.9117175197553,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-16,2574.80117745824,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-17,2530.0010986908414,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-18,2535.344734011448,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-19,2617.9846315918285,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-22,2466.810636343783,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-23,2381.52321801545,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-24,2367.2271488834026,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-25,2353.39716967381,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-26,2333.9660654583013,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-30,2464.2925528281376,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-05-31,2462.632213550137,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-01,2498.009877558895,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-02,2580.36917505159,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-05,2641.7919057928166,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-06,2629.193683214444,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-07,2732.289919161552,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-08,2821.8750128388688,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-09,2786.0660567213654,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-12,2816.2608242284655,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-13,2801.501243862973,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-14,2795.20090512592,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-15,2768.079047609856,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-16,2812.596786381696,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-19,2870.957472063906,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-20,2897.428845818298,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-21,2864.168829171902,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-22,2908.0324267456613,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-23,2950.5015089831527,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-26,2947.356966879956,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-27,2980.680596800339,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-28,2947.155415038398,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-29,3006.8511116764766,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-06-30,3023.242489324809,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-03,3101.2479927669665,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-05,3170.4145160563075,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-06,3223.6794791393977,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-07,3207.8631812934755,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-10,3244.452419866535,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-11,3240.2481688888847,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-12,3241.518475384599,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-13,3139.4360107409057,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-14,3160.2778031107855,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-17,3219.946258009648,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-18,3205.0671081105465,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-19,3164.610275481959,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-20,3086.4038177956754,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-21,3127.4066684036916,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-24,3195.3081738165374,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-25,3209.3983031477164,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-26,3201.7539595554335,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-27,3144.920513200287,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-28,3101.9374721264016,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-07-31,3072.9046259457646,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-01,3052.56854589285,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-02,3113.7886380566943,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-03,3164.8079305092297,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-04,3165.784785762282,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-07,3177.1493513847627,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-08,3165.1776428183875,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-09,3122.161949835195,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-10,3239.830696210145,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-11,3327.7358059066055,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-14,3336.7943406327286,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-15,3360.952334611291,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-16,3407.0216859313887,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-17,3402.6714810426347,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-18,3355.3263837904333,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-21,3315.09564512893,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-22,3380.6224013159954,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-23,3395.4767913994697,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-24,3421.2215818312998,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-25,3413.1647994047225,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-28,3326.2389245089507,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-29,3349.049860261971,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-30,3277.9114644655933,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-08-31,3265.654187806321,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-01,3300.626383793746,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-05,3344.896197893981,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-06,3385.416773777438,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-07,3406.2851119076095,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-08,3401.765834230426,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-11,3400.315361967831,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-12,3469.4149535718825,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-13,3497.0284487035906,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-14,3487.346953793489,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-15,3447.345043986061,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-18,3443.8464722094336,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-19,3490.554375527245,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-20,3452.101369571961,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-21,3408.7965410714323,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-22,3347.5942894446575,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-25,3377.871628447322,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-26,3452.2841417630007,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-27,3529.1328840793963,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-28,3563.618279174496,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-09-29,3578.9853843353367,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-02,3559.80827567471,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-03,3624.8674235720764,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-04,3606.363477008713,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-05,3605.8106237139527,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-06,3585.4746339153226,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-09,3647.361881356216,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-10,3619.5054461866353,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-11,3680.1762321475276,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-12,3680.476592062502,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-13,3663.989245405254,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-16,3689.5644074978254,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-17,3727.063304182757,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-18,3655.087919550841,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-19,3590.177725039024,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-20,3561.134600072352,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-23,3511.1694950186447,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-24,3575.61519189311,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-25,3543.218575312949,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-26,3556.6427069556753,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-27,3601.469610838705,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-30,3629.9875099100973,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-10-31,3677.5080313774365,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-01,3687.2733007964043,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-02,3730.45109693901,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-03,3775.244646545856,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-06,3835.638532913878,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-07,3889.2556580365967,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-08,3884.4635460281506,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-09,3937.0102569278424,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-10,3949.0782820434233,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-13,3988.24761721303,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-14,4020.7279305894613,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-15,4005.0513083064043,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-16,4032.911493574011,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-17,4041.7456081493838,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-20,4083.5503818795605,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-21,4121.132745119539,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-22,3961.2966774707775,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-24,3942.7382547056845,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-27,4031.778715022662,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-28,4064.5210728550464,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-29,4156.951961248887,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-11-30,4220.137885977207,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-01,4255.590608220132,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-04,4293.454643679067,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-05,4304.856556710949,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-06,4298.964236823006,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-07,4260.02077322782,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-08,4315.9577100162305,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-11,4367.434033139952,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-12,4166.002402491012,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-13,4092.386792429636,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-14,4108.266626121162,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-15,4142.640002683218,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-18,4207.771412092047,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-19,4315.0171253265635,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-20,4406.526454892556,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-21,4322.32818979169,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-22,4324.579250709658,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-26,4177.12492991185,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-27,4049.7614908348432,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-28,4201.9083914549965,-385.3130543379456,-152.0663022377264,-152.0330788709282
2000-12-29,4161.434041789969,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-02,4174.037366212619,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-03,4001.291344039377,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-04,3801.5956496333174,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-05,3843.933909979729,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-08,3807.565563162296,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-09,3857.827869276305,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-10,3694.346746240307,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-11,3725.340948493078,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-12,3830.116962460903,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-16,3813.5098877725914,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-17,3917.6905110270254,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-18,3960.4007048539993,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-19,3995.8889716070353,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-22,3944.0834743854193,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-23,3861.9501894931827,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-24,3782.172296314143,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-25,3615.3744289119168,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-26,3518.8299277840997,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-29,3561.9798293318872,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-30,3610.284568668194,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-01-31,3632.310943725682,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-01,3626.142006992145,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-02,3520.6306286616345,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-05,3424.3832705456184,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-06,3209.7471267066694,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-07,2726.724851525045,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-08,2581.377708429827,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-09,2700.612044259601,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-12,2440.452383199036,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-13,2385.691883201749,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-14,2497.620605387188,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-15,2478.7003701288913,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-16,2582.3284382039974,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-20,2422.8208374775445,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-21,2375.6228706823176,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-22,2400.3664477326793,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-23,2230.2318788304146,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-26,1999.4378396984105,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-27,2108.827621322596,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-02-28,2279.1110597054767,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-01,2342.239170512683,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-02,2403.9297732776545,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-05,2468.3215187764827,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-06,2561.2305096222804,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-07,2536.1851053473833,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-08,2648.2444320661757,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-09,2618.3929707528364,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-12,2590.6457479256514,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-13,2512.9391136039094,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-14,2672.710125693378,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-15,2793.8304989510643,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-16,2830.9856204262396,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-19,2871.780780319582,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-20,2861.2529671466305,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-21,2983.9174923762007,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-22,2983.9076463285974,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-23,2986.8320476400145,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-26,3086.1141826284365,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-27,2974.547085939367,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-28,3065.2578655681,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-29,3119.522185792661,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-03-30,3117.090246015521,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-02,3122.2410410640605,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-03,3173.4266247941996,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-04,3234.7399737337446,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-05,3164.640139687822,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-06,3056.713028368089,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-09,3064.9098788685897,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-10,3127.672398243471,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-11,3220.912670407231,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-12,3289.837489597712,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-16,3322.5792960692215,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-17,3391.510052927032,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-18,3417.209421214475,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-19,3294.5628599908496,-385.3130543379456,-152.0663022377264,-152.0330788709282
2001-04-20,3195.113685587213,-385.3130543379456,-152.0663022377264,-152.0330788709282
