Date,A0,D1,D2
2000-05-01,2425.4950852307234,-152.0663022375419,-152.0330788708203
2000-05-02,2451.4023434573974,-152.0663022375419,-152.0330788708203
2000-05-03,2493.7842902892708,-152.0663022375419,-152.0330788708203
2000-05-04,2524.945730564194,-152.0663022375419,-152.0330788708203
2000-05-05,2507.239297605078,-152.0663022375419,-152.0330788708203
2000-05-08,2525.9427795240927,-152.0663022375419,-152.0330788708203
2000-05-09,2608.2761553501477,-152.0663022375419,-152.0330788708203
2000-05-10,2549.038275787225,-152.0663022375419,-152.0330788708203
2000-05-11,2527.3752228707012,-152.0663022375419,-152.0330788708203
2000-05-12,2545.604615522706,-152.0663022375419,-152.0330788708203
2000-05-15,2470.1575056585825,-152.0663022375419,-152.0330788708203
2000-05-16,2438.4984881101454,-152.0663022375419,-152.0330788708203
2000-05-17,2438.42387139935,-152.0663022375419,-152.0330788708203
2000-05-18,2461.2564090717797,-152.0663022375419,-152.0330788708203
2000-05-19,2401.093369985758,-152.0663022375419,-152.0330788708203
2000-05-22,2401.0919677268926,-152.0663022375419,-152.0330788708203
2000-05-23,2424.089883601239,-152.0663022375419,-152.0330788708203
2000-05-24,2377.9403504725947,-152.0663022375419,-152.0330788708203
2000-05-25,2418.217056116126,-152.0663022375419,-152.0330788708203
2000-05-26,2421.3359617718784,-152.0663022375419,-152.0330788708203
2000-05-30,2379.397137000285,-152.0663022375419,-152.0330788708203
2000-05-31,2362.2800185119995,-152.0663022375419,-152.0330788708203
2000-06-01,2329.013683181246,-152.0663022375419,-152.0330788708203
2000-06-02,2339.4847123907275,-152.0663022375419,-152.0330788708203
2000-06-05,2272.9903799643757,-152.0663022375419,-152.0330788708203
2000-06-06,2193.66406348911,-152.0663022375419,-152.0330788708203
2000-06-07,2009.8534316122896,-152.0663022375419,-152.0330788708203
2000-06-08,2004.4879862440775,-152.0663022375419,-152.0330788708203
2000-06-09,2090.498625619475,-152.0663022375419,-152.0330788708203
2000-06-12,2129.7974475478195,-152.0663022375419,-152.0330788708203
2000-06-13,2177.6252090290054,-152.0663022375419,-152.0330788708203
2000-06-14,2158.578349034629,-152.0663022375419,-152.0330788708203
2000-06-15,2179.5831452218945,-152.0663022375419,-152.0330788708203
2000-06-16,2151.4727017650416,-152.0663022375419,-152.0330788708203
2000-06-19,2183.38561238693,-152.0663022375419,-152.0330788708203
2000-06-20,2235.1724018759996,-152.0663022375419,-152.0330788708203
2000-06-21,2277.469069692732,-152.0663022375419,-152.0330788708203
2000-06-22,2289.5062541946863,-152.0663022375419,-152.0330788708203
2000-06-23,2286.0543883861296,-152.0663022375419,-152.0330788708203
2000-06-26,2288.6632121692924,-152.0663022375419,-152.0330788708203
2000-06-27,2308.9586359463774,-152.0663022375419,-152.0330788708203
2000-06-28,2255.113415008586,-152.0663022375419,-152.0330788708203
2000-06-29,2283.5910306327523,-152.0663022375419,-152.0330788708203
2000-06-30,2301.4178605356656,-152.0663022375419,-152.0330788708203
2000-07-03,2320.6548832849794,-152.0663022375419,-152.0330788708203
2000-07-05,2322.745948070724,-152.0663022375419,-152.0330788708203
2000-07-06,2288.6914639858724,-152.0663022375419,-152.0330788708203
2000-07-07,2254.717171787603,-152.0663022375419,-152.0330788708203
2000-07-10,2255.5191640516714,-152.0663022375419,-152.0330788708203
2000-07-11,2236.0472970493242,-152.0663022375419,-152.0330788708203
2000-07-12,2170.3747438729915,-152.0663022375419,-152.0330788708203
2000-07-13,2225.648932510508,-152.0663022375419,-152.0330788708203
2000-07-14,2187.6947047796793,-152.0663022375419,-152.0330788708203
2000-07-17,2197.6514511454498,-152.0663022375419,-152.0330788708203
2000-07-18,2263.8215670256945,-152.0663022375419,-152.0330788708203
2000-07-19,2323.19986601992,-152.0663022375419,-152.0330788708203
2000-07-20,2319.9691211374547,-152.0663022375419,-152.0330788708203
2000-07-21,2324.498727682515,-152.0663022375419,-152.0330788708203
2000-07-24,2284.0572409538454,-152.0663022375419,-152.0330788708203
2000-07-25,2282.6540277212853,-152.0663022375419,-152.0330788708203
2000-07-26,2250.8498606178146,-152.0663022375419,-152.0330788708203
2000-07-27,2224.0935318863735,-152.0663022375419,-152.0330788708203
2000-07-28,2249.8497836955494,-152.0663022375419,-152.0330788708203
2000-07-31,2204.483799086591,-152.0663022375419,-152.0330788708203
2000-08-01,2158.9118027867494,-152.0663022375419,-152.0330788708203
2000-08-02,2138.210941332129,-152.0663022375419,-152.0330788708203
2000-08-03,2133.4905648111803,-152.0663022375419,-152.0330788708203
2000-08-04,2190.549502450293,-152.0663022375419,-152.0330788708203
2000-08-07,2182.120991591111,-152.0663022375419,-152.0330788708203
2000-08-08,2155.2149685445665,-152.0663022375419,-152.0330788708203
2000-08-09,2101.4320295453354,-152.0663022375419,-152.0330788708203
2000-08-10,2061.193518777069,-152.0663022375419,-152.0330788708203
2000-08-11,2033.612796664965,-152.0663022375419,-152.0330788708203
2000-08-14,2037.9279806241036,-152.0663022375419,-152.0330788708203
2000-08-15,1970.5203170856507,-152.0663022375419,-152.0330788708203
2000-08-16,1937.9348796626875,-152.0663022375419,-152.0330788708203
2000-08-17,1927.2358286328797,-152.0663022375419,-152.0330788708203
2000-08-18,1846.9818284663938,-152.0663022375419,-152.0330788708203
2000-08-21,1738.565796514154,-152.0663022375419,-152.0330788708203
2000-08-22,1656.1065514877764,-152.0663022375419,-152.0330788708203
2000-08-23,1797.1543789547443,-152.0663022375419,-152.0330788708203
2000-08-24,1716.4298596092951,-152.0663022375419,-152.0330788708203
2000-08-25,1795.3562124864336,-152.0663022375419,-152.0330788708203
2000-08-28,1846.4407648207168,-152.0663022375419,-152.0330788708203
2000-08-29,1904.946658060838,-152.0663022375419,-152.0330788708203
2000-08-30,1866.3437702479264,-152.0663022375419,-152.0330788708203
2000-08-31,1786.6861046276922,-152.0663022375419,-152.0330788708203
2000-09-01,1803.6622738265332,-152.0663022375419,-152.0330788708203
2000-09-05,1784.5346003467748,-152.0663022375419,-152.0330788708203
2000-09-06,1699.2562919781212,-152.0663022375419,-152.0330788708203
2000-09-07,1675.3349625412793,-152.0663022375419,-152.0330788708203
2000-09-08,1661.655336809809,-152.0663022375419,-152.0330788708203
2000-09-11,1582.1541034393804,-152.0663022375419,-152.0330788708203
2000-09-12,1655.5192980256998,-152.0663022375419,-152.0330788708203
2000-09-13,1760.367703073385,-152.0663022375419,-152.0330788708203
2000-09-14,1783.2837348939154,-152.0663022375419,-152.0330788708203
2000-09-15,1773.4457155602995,-152.0663022375419,-152.0330788708203
2000-09-18,1821.922849989316,-152.0663022375419,-152.0330788708203
2000-09-19,1780.8514102258466,-152.0663022375419,-152.0330788708203
2000-09-20,1792.121777520492,-152.0663022375419,-152.0330788708203
2000-09-21,1833.195970774018,-152.0663022375419,-152.0330788708203
2000-09-22,1862.8166205234188,-152.0663022375419,-152.0330788708203
2000-09-25,1846.528416483989,-152.0663022375419,-152.0330788708203
2000-09-26,1805.2647127214182,-152.0663022375419,-152.0330788708203
2000-09-27,1803.939358153212,-152.0663022375419,-152.0330788708203
2000-09-28,1788.7313963548827,-152.0663022375419,-152.0330788708203
2000-09-29,1765.9314462944847,-152.0663022375419,-152.0330788708203
2000-10-02,1803.2706201702586,-152.0663022375419,-152.0330788708203
2000-10-03,1845.6387793180304,-152.0663022375419,-152.0330788708203
2000-10-04,1852.1708898046043,-152.0663022375419,-152.0330788708203
2000-10-05,1783.6302335972703,-152.0663022375419,-152.0330788708203
2000-10-06,1719.7449757785726,-152.0663022375419,-152.0330788708203
2000-10-09,1712.6196403876336,-152.0663022375419,-152.0330788708203
2000-10-10,1677.500342775771,-152.0663022375419,-152.0330788708203
2000-10-11,1648.7019694464136,-152.0663022375419,-152.0330788708203
2000-10-12,1687.7535072127143,-152.0663022375419,-152.0330788708203
2000-10-13,1672.0585527798517,-152.0663022375419,-152.0330788708203
2000-10-16,1666.4133366928618,-152.0663022375419,-152.0330788708203
2000-10-17,1630.3387567875936,-152.0663022375419,-152.0330788708203
2000-10-18,1650.2453280845102,-152.0663022375419,-152.0330788708203
2000-10-19,1749.609603701289,-152.0663022375419,-152.0330788708203
2000-10-20,1746.7684890778787,-152.0663022375419,-152.0330788708203
2000-10-23,1720.465760041035,-152.0663022375419,-152.0330788708203
2000-10-24,1758.2644925492855,-152.0663022375419,-152.0330788708203
2000-10-25,1742.8893778550296,-152.0663022375419,-152.0330788708203
2000-10-26,1775.4784839440194,-152.0663022375419,-152.0330788708203
2000-10-27,1818.0707980436428,-152.0663022375419,-152.0330788708203
2000-10-30,1827.2779993261001,-152.0663022375419,-152.0330788708203
2000-10-31,1854.6664145623258,-152.0663022375419,-152.0330788708203
2000-11-01,1869.6578975788004,-152.0663022375419,-152.0330788708203
2000-11-02,1880.8170156274,-152.0663022375419,-152.0330788708203
2000-11-03,1850.838320645536,-152.0663022375419,-152.0330788708203
2000-11-06,1897.699918226811,-152.0663022375419,-152.0330788708203
2000-11-07,1953.3756683299657,-152.0663022375419,-152.0330788708203
2000-11-08,1968.397017532092,-152.0663022375419,-152.0330788708203
2000-11-09,2004.9797861775505,-152.0663022375419,-152.0330788708203
2000-11-10,1997.1046784562861,-152.0663022375419,-152.0330788708203
2000-11-13,1959.8618964785978,-152.0663022375419,-152.0330788708203
2000-11-14,1967.1296177779286,-152.0663022375419,-152.0330788708203
2000-11-15,2000.1457580954238,-152.0663022375419,-152.0330788708203
2000-11-16,1998.8079506353042,-152.0663022375419,-152.0330788708203
2000-11-17,1970.2175196020125,-152.0663022375419,-152.0330788708203
2000-11-20,1982.2509411020114,-152.0663022375419,-152.0330788708203
2000-11-21,1980.3591896899788,-152.0663022375419,-152.0330788708203
2000-11-22,1942.1939039038139,-152.0663022375419,-152.0330788708203
2000-11-24,1963.4288304621832,-152.0663022375419,-152.0330788708203
2000-11-27,1989.2548187063935,-152.0663022375419,-152.0330788708203
2000-11-28,1995.5878865507816,-152.0663022375419,-152.0330788708203
2000-11-29,1997.2370471183362,-152.0663022375419,-152.0330788708203
2000-11-30,2048.919974353737,-152.0663022375419,-152.0330788708203
2000-12-01,2038.6361331234189,-152.0663022375419,-152.0330788708203
2000-12-04,2044.1826632751445,-152.0663022375419,-152.0330788708203
2000-12-05,2064.648433071366,-152.0663022375419,-152.0330788708203
2000-12-06,2008.5632520363263,-152.0663022375419,-152.0330788708203
2000-12-07,2028.084636642256,-152.0663022375419,-152.0330788708203
2000-12-08,2069.078302704289,-152.0663022375419,-152.0330788708203
2000-12-11,2089.528711108497,-152.0663022375419,-152.0330788708203
2000-12-12,2091.2681984321453,-152.0663022375419,-152.0330788708203
2000-12-13,2064.1239733346624,-152.0663022375419,-152.0330788708203
2000-12-14,2091.840183585351,-152.0663022375419,-152.0330788708203
2000-12-15,2109.662927179499,-152.0663022375419,-152.0330788708203
2000-12-18,2103.9007188304513,-152.0663022375419,-152.0330788708203
2000-12-19,2098.4462232720903,-152.0663022375419,-152.0330788708203
2000-12-20,2074.8817944728144,-152.0663022375419,-152.0330788708203
2000-12-21,2115.9807513177498,-152.0663022375419,-152.0330788708203
2000-12-22,2134.8726144080156,-152.0663022375419,-152.0330788708203
2000-12-26,2125.8653049184086,-152.0663022375419,-152.0330788708203
2000-12-27,2143.926748235988,-152.0663022375419,-152.0330788708203
2000-12-28,2176.854228862937,-152.0663022375419,-152.0330788708203
2000-12-29,2200.995812488088,-152.0663022375419,-152.0330788708203
2001-01-02,2230.8289412369527,-152.0663022375419,-152.0330788708203
2001-01-03,2250.8959988948,-152.0663022375419,-152.0330788708203
2001-01-04,2258.9421711071127,-152.0663022375419,-152.0330788708203
2001-01-05,2289.107936567447,-152.0663022375419,-152.0330788708203
2001-01-08,2279.66260341212,-152.0663022375419,-152.0330788708203
2001-01-09,2265.322600515842,-152.0663022375419,-152.0330788708203
2001-01-10,2275.343913695289,-152.0663022375419,-152.0330788708203
2001-01-11,2303.6402519586736,-152.0663022375419,-152.0330788708203
2001-01-12,2294.5999022251235,-152.0663022375419,-152.0330788708203
2001-01-16,2285.824301561146,-152.0663022375419,-152.0330788708203
2001-01-17,2304.7718059978633,-152.0663022375419,-152.0330788708203
2001-01-18,2292.6307263047242,-152.0663022375419,-152.0330788708203
2001-01-19,2225.172768527507,-152.0663022375419,-152.0330788708203
2001-01-22,2226.904457228377,-152.0663022375419,-152.0330788708203
2001-01-23,2197.9007858803766,-152.0663022375419,-152.0330788708203
2001-01-24,2246.571775578613,-152.0663022375419,-152.0330788708203
2001-01-25,2291.164362427292,-152.0663022375419,-152.0330788708203
2001-01-26,2272.4071439745894,-152.0663022375419,-152.0330788708203
2001-01-29,2259.6005266881807,-152.0663022375419,-152.0330788708203
2001-01-30,2271.721416724942,-152.0663022375419,-152.0330788708203
2001-01-31,2243.938058515245,-152.0663022375419,-152.0330788708203
2001-02-01,2237.340018081579,-152.0663022375419,-152.0330788708203
2001-02-02,2194.4463687486314,-152.0663022375419,-152.0330788708203
2001-02-05,2183.5463112452617,-152.0663022375419,-152.0330788708203
2001-02-06,2180.128027078981,-152.0663022375419,-152.0330788708203
2001-02-07,2230.6458260809723,-152.0663022375419,-152.0330788708203
2001-02-08,2241.199802769046,-152.0663022375419,-152.0330788708203
2001-02-09,2270.5988169850293,-152.0663022375419,-152.0330788708203
2001-02-12,2263.0702694787333,-152.0663022375419,-152.0330788708203
2001-02-13,2269.9601975503383,-152.0663022375419,-152.0330788708203
2001-02-14,2275.53075669544,-152.0663022375419,-152.0330788708203
2001-02-15,2260.15582798941,-152.0663022375419,-152.0330788708203
2001-02-16,2228.3761798081982,-152.0663022375419,-152.0330788708203
2001-02-20,2220.679386483447,-152.0663022375419,-152.0330788708203
2001-02-21,2200.2459106786905,-152.0663022375419,-152.0330788708203
2001-02-22,2179.968474120974,-152.0663022375419,-152.0330788708203
2001-02-23,2209.8448160563835,-152.0663022375419,-152.0330788708203
2001-02-26,2160.5986336799133,-152.0663022375419,-152.0330788708203
2001-02-27,2136.651860885612,-152.0663022375419,-152.0330788708203
2001-02-28,2168.7883097470676,-152.0663022375419,-152.0330788708203
2001-03-01,2194.514500950585,-152.0663022375419,-152.0330788708203
2001-03-02,2205.9335724680573,-152.0663022375419,-152.0330788708203
2001-03-05,2225.2478497113216,-152.0663022375419,-152.0330788708203
2001-03-06,2242.1498144695543,-152.0663022375419,-152.0330788708203
2001-03-07,2250.7877983273306,-152.0663022375419,-152.0330788708203
2001-03-08,2240.9433728219465,-152.0663022375419,-152.0330788708203
2001-03-09,2214.2715675072964,-152.0663022375419,-152.0330788708203
2001-03-12,2257.664672455751,-152.0663022375419,-152.0330788708203
2001-03-13,2263.1629342877154,-152.0663022375419,-152.0330788708203
2001-03-14,2226.3361355052534,-152.0663022375419,-152.0330788708203
2001-03-15,2211.409979811931,-152.0663022375419,-152.0330788708203
2001-03-16,2209.1618673983344,-152.0663022375419,-152.0330788708203
2001-03-19,2253.7376461445774,-152.0663022375419,-152.0330788708203
2001-03-20,2310.714416603511,-152.0663022375419,-152.0330788708203
2001-03-21,2338.194546580343,-152.0663022375419,-152.0330788708203
2001-03-22,2362.1388093008827,-152.0663022375419,-152.0330788708203
2001-03-23,2355.000981634008,-152.0663022375419,-152.0330788708203
2001-03-26,2359.579826327971,-152.0663022375419,-152.0330788708203
2001-03-27,2377.0737889453985,-152.0663022375419,-152.0330788708203
2001-03-28,2373.99301248061,-152.0663022375419,-152.0330788708203
2001-03-29,2402.302178530614,-152.0663022375419,-152.0330788708203
2001-03-30,2406.5563609138458,-152.0663022375419,-152.0330788708203
2001-04-02,2426.693389031248,-152.0663022375419,-152.0330788708203
2001-04-03,2397.45299176211,-152.0663022375419,-152.0330788708203
2001-04-04,2374.2821066188462,-152.0663022375419,-152.0330788708203
2001-04-05,2372.4739233571117,-152.0663022375419,-152.0330788708203
2001-04-06,2350.884902050662,-152.0663022375419,-152.0330788708203
2001-04-09,2340.7347884882256,-152.0663022375419,-152.0330788708203
2001-04-10,2373.083547586618,-152.0663022375419,-152.0330788708203
2001-04-11,2397.5786971136326,-152.0663022375419,-152.0330788708203
2001-04-12,2407.4418352603525,-152.0663022375419,-152.0330788708203
2001-04-16,2401.0283826690447,-152.0663022375419,-152.0330788708203
2001-04-17,2400.0477339915483,-152.0663022375419,-152.0330788708203
2001-04-18,2423.9615047018497,-152.0663022375419,-152.0330788708203
2001-04-19,2432.954659435685,-152.0663022375419,-152.0330788708203
2001-04-20,2402.664377288913,-152.0663022375419,-152.0330788708203
2001-04-23,2371.6542031057775,-152.0663022375419,-152.0330788708203
2001-04-24,2343.890428150011,-152.0663022375419,-152.0330788708203
2001-04-25,2350.3143975588546,-152.0663022375419,-152.0330788708203
2001-04-26,2369.9431838886458,-152.0663022375419,-152.0330788708203
2001-04-27,2357.5657696211933,-152.0663022375419,-152.0330788708203
2001-04-30,2294.999974924105,-152.0663022375419,-152.0330788708203
2001-05-01,2309.925041709879,-152.0663022375419,-152.0330788708203
2001-05-02,2304.8210944459956,-152.0663022375419,-152.0330788708203
2001-05-03,2340.2095203062045,-152.0663022375419,-152.0330788708203
2001-05-04,2337.679408226152,-152.0663022375419,-152.0330788708203
2001-05-07,2333.6860547808824,-152.0663022375419,-152.0330788708203
2001-05-08,2381.5587480237346,-152.0663022375419,-152.0330788708203
2001-05-09,2390.7662179332056,-152.0663022375419,-152.0330788708203
2001-05-10,2397.6282430672045,-152.0663022375419,-152.0330788708203
2001-05-11,2394.695613740657,-152.0663022375419,-152.0330788708203
2001-05-14,2408.2161081670274,-152.0663022375419,-152.0330788708203
2001-05-15,2431.8249323189093,-152.0663022375419,-152.0330788708203
2001-05-16,2394.3735810707217,-152.0663022375419,-152.0330788708203
2001-05-17,2391.6021645455294,-152.0663022375419,-152.0330788708203
2001-05-18,2408.7170014863486,-152.0663022375419,-152.0330788708203
2001-05-21,2446.845598270943,-152.0663022375419,-152.0330788708203
2001-05-22,2458.2137385572387,-152.0663022375419,-152.0330788708203
2001-05-23,2463.190873374345,-152.0663022375419,-152.0330788708203
2001-05-24,2478.6871840608437,-152.0663022375419,-152.0330788708203
2001-05-25,2467.1599733645094,-152.0663022375419,-152.0330788708203
2001-05-29,2465.52499138642,-152.0663022375419,-152.0330788708203
2001-05-30,2448.012850442226,-152.0663022375419,-152.0330788708203
2001-05-31,2436.9051813304263,-152.0663022375419,-152.0330788708203
2001-06-01,2418.673191784125,-152.0663022375419,-152.0330788708203
2001-06-04,2438.739028156299,-152.0663022375419,-152.0330788708203
2001-06-05,2474.8837314776974,-152.0663022375419,-152.0330788708203
2001-06-06,2465.4905009399786,-152.0663022375419,-152.0330788708203
2001-06-07,2441.9746645909245,-152.0663022375419,-152.0330788708203
2001-06-08,2430.264192696244,-152.0663022375419,-152.0330788708203
2001-06-11,2451.6702737646838,-152.0663022375419,-152.0330788708203
2001-06-12,2393.6747471358617,-152.0663022375419,-152.0330788708203
2001-06-13,2361.135078328821,-152.0663022375419,-152.0330788708203
2001-06-14,2371.163818684287,-152.0663022375419,-152.0330788708203
2001-06-15,2379.056446086409,-152.0663022375419,-152.0330788708203
2001-06-18,2391.7443437662655,-152.0663022375419,-152.0330788708203
2001-06-19,2432.9306670956134,-152.0663022375419,-152.0330788708203
2001-06-20,2451.0099826557785,-152.0663022375419,-152.0330788708203
2001-06-21,2463.1338283484424,-152.0663022375419,-152.0330788708203
2001-06-22,2512.4680873017674,-152.0663022375419,-152.0330788708203
2001-06-25,2518.492778716648,-152.0663022375419,-152.0330788708203
2001-06-26,2524.5022884734535,-152.0663022375419,-152.0330788708203
2001-06-27,2516.112529481203,-152.0663022375419,-152.0330788708203
2001-06-28,2538.2896205045217,-152.0663022375419,-152.0330788708203
2001-06-29,2526.605556248952,-152.0663022375419,-152.0330788708203
2001-07-02,2517.9557101593373,-152.0663022375419,-152.0330788708203
2001-07-03,2528.056663242127,-152.0663022375419,-152.0330788708203
2001-07-05,2576.378463747499,-152.0663022375419,-152.0330788708203
2001-07-06,2573.8809246386427,-152.0663022375419,-152.0330788708203
2001-07-09,2536.076144038053,-152.0663022375419,-152.0330788708203
2001-07-10,2552.936402622427,-152.0663022375419,-152.0330788708203
2001-07-11,2553.2868685797425,-152.0663022375419,-152.0330788708203
2001-07-12,2523.3117674976975,-152.0663022375419,-152.0330788708203
2001-07-13,2539.33346959542,-152.0663022375419,-152.0330788708203
2001-07-16,2571.909169262578,-152.0663022375419,-152.0330788708203
2001-07-17,2579.8942682127267,-152.0663022375419,-152.0330788708203
2001-07-18,2574.2565526549265,-152.0663022375419,-152.0330788708203
2001-07-19,2549.2892269001536,-152.0663022375419,-152.0330788708203
2001-07-20,2592.238819048651,-152.0663022375419,-152.0330788708203
2001-07-23,2606.619884303534,-152.0663022375419,-152.0330788708203
2001-07-24,2603.4781112154387,-152.0663022375419,-152.0330788708203
2001-07-25,2594.961003825266,-152.0663022375419,-152.0330788708203
2001-07-26,2613.834028312991,-152.0663022375419,-152.0330788708203
2001-07-27,2577.1583964820134,-152.0663022375419,-152.0330788708203
2001-07-30,2605.5435238933505,-152.0663022375419,-152.0330788708203
2001-07-31,2613.774199038396,-152.0663022375419,-152.0330788708203
2001-08-01,2614.5013468130037,-152.0663022375419,-152.0330788708203
2001-08-02,2637.407611576297,-152.0663022375419,-152.0330788708203
2001-08-03,2633.0863953270396,-152.0663022375419,-152.0330788708203
2001-08-06,2566.0284681600533,-152.0663022375419,-152.0330788708203
2001-08-07,2522.6496081314426,-152.0663022375419,-152.0330788708203
2001-08-08,2538.8877137685213,-152.0663022375419,-152.0330788708203
2001-08-09,2552.5296998599397,-152.0663022375419,-152.0330788708203
2001-08-10,2504.632721787277,-152.0663022375419,-152.0330788708203
2001-08-13,2479.6697427243885,-152.0663022375419,-152.0330788708203
2001-08-14,2492.9498815159236,-152.0663022375419,-152.0330788708203
2001-08-15,2486.19070865351,-152.0663022375419,-152.0330788708203
2001-08-16,2542.9090803619383,-152.0663022375419,-152.0330788708203
2001-08-17,2543.119559904495,-152.0663022375419,-152.0330788708203
2001-08-20,2490.79255322465,-152.0663022375419,-152.0330788708203
2001-08-21,2490.875510363282,-152.0663022375419,-152.0330788708203
2001-08-22,2526.219872181092,-152.0663022375419,-152.0330788708203
2001-08-23,2547.8540279174063,-152.0663022375419,-152.0330788708203
